scope,period,n,pred_home_win_pct,pred_draw_pct,pred_away_win_pct,real_home_win_pct,real_draw_pct,real_away_win_pct,home_win_error_pp,draw_error_pp,away_win_error_pp,pred_1x_pct,real_1x_pct,pred_away_scores_pct,real_away_scores_pct,lambda_home,actual_home_goals,lambda_away,actual_away_goals,pred_total_goals,actual_total_goals
ALL,DEVELOPMENT,320,43.85116844427788,24.433456491189382,31.71537506453272,45.625,25.3125,29.062500000000004,-1.7738315557221163,-0.8790435088106174,2.652875064532717,68.28462493546728,70.9375,67.69504884620143,67.1875,1.476942936533496,1.540625,1.1917845644707195,1.15625,2.6687275010042155,2.696875
ALL,HOLDOUT,82,47.15069903670625,24.01412746735888,28.835173495934878,35.36585365853659,39.02439024390244,25.609756097560975,11.784845378169667,-15.010262776543563,3.225417398373903,71.16482650406513,74.39024390243902,65.96608639205903,70.73170731707317,1.5554432449377247,1.3170731707317074,1.1325893723042342,1.1219512195121952,2.688032617241959,2.4390243902439024
BSA,DEVELOPMENT,116,48.04609597949781,24.97521968147934,26.97868433902284,50.0,25.0,25.0,-1.9539040205021951,-0.024780318520659095,1.9786843390228404,73.02131566097714,75.0,65.11840348221969,68.10344827586206,1.5564903661284852,1.5172413793103448,1.0839686382073397,1.0775862068965518,2.640459004335825,2.5948275862068964
BSA,HOLDOUT,30,46.4962905385648,25.354013363251042,28.14969609818415,26.666666666666668,46.666666666666664,26.666666666666668,19.829623871898132,-21.312653303415622,1.4830294315174852,71.85030390181585,73.33333333333333,65.54142273395675,76.66666666666667,1.4994902193970014,1.1333333333333333,1.1038353741004305,1.2,2.603325593497433,2.3333333333333335
BSA,RECENT_DEVELOPMENT,30,49.86125384934604,24.731368741015526,25.40737740963842,60.0,16.666666666666664,23.333333333333332,-10.138746150653954,8.064702074348862,2.0740440763050874,74.59262259036159,76.66666666666667,64.55230835309416,66.66666666666666,1.6058580552653678,1.5,1.0631340436921728,1.1,2.668992098957541,2.6
PPL,DEVELOPMENT,204,41.46581749287833,24.12539506925979,34.408787437861875,43.13725490196079,25.49019607843137,31.372549019607842,-1.6714374090824602,-1.3648010091715816,3.0362384182540336,65.59121256213814,68.62745098039215,69.1602001316028,66.66666666666666,1.4317100844108555,1.553921568627451,1.2530916597969552,1.2009803921568627,2.6848017442078103,2.7549019607843137
PPL,HOLDOUT,52,47.52824240101861,23.24111637357493,29.23064122540645,40.38461538461539,34.61538461538461,25.0,7.143627016403226,-11.374268241809684,4.230641225406451,70.76935877459356,75.0,66.21108465634885,67.3076923076923,1.5877238365958344,1.4230769230769231,1.1491782174218135,1.0769230769230769,2.7369020540176483,2.5
PPL,RECENT_DEVELOPMENT,52,44.70972436548238,23.90819877252391,31.382076861993703,36.53846153846153,32.69230769230769,30.76923076923077,8.171262827020842,-8.784108919783783,0.6128460927629309,68.6179231380063,69.23076923076923,67.6604689594044,63.46153846153846,1.5148606142427317,1.4423076923076923,1.2074368069237276,1.0384615384615385,2.7222974211664592,2.480769230769231
