fixture_id,event_id,home,away,market,model_probability_pct,model_fair_odds,best_bookmaker,best_odds,break_even_pct,raw_edge_pp,ev_pct,status
1492322,44d6d18dd7c62426e6e3a904acd3ae7c,RB Bragantino,SC Corinthians Paulista,1X,74.76,1.337613697164259,Pinnacle,1.33,75.18796992481202,-0.4279699248120217,-0.5691999999999919,NO_BET_PRICE
